Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
TV6044,2023-08-10,,,,,,,,,,,
TV6044,2024-08-10,,,,,,,,,,,
TV6044,2025-08-10,,,,,,,,,,,
TV6074,2025-05-09,,,,,,,,,No,Neutral,Not Discussed
TV6074,2025-09-05,Won,No,No,No,No,No,No,No,,,
TV6735,2024-06-28,Won,No,No,Yes,,,,,,,
TV6735,2025-06-28,,,,,,,,,,,
TV6817,2025-01-02,,,,,,,,,,,
TV6866,,,,,,No,No,No,No,,,
TV6866,2023-11-23,,,,,,,,,,,
TV6866,2024-11-23,,,,,,,,,,,
TV6866,2025-11-23,,,,,,,,,,,
TV7000,,,,,,No,No,No,No,,,
TV7000,2023-10-10,,,,,,,,,,,
TV7000,2024-10-10,,,,,,,,,,,
TV7000,2025-10-10,,,,,,,,,,,
TV7101,,,,,,No,No,No,No,,,
TV7101,2023-07-12,,,,,,,,,,,
TV7101,2024-07-12,,,,,,,,,,,
TV7101,2025-07-12,,,,,,,,,,,
TV7209,2024-12-08,Won,No,Yes,No,,,,,,,
TV7331,2023-09-02,,,,,,,,,,,
TV7356,,,,,,No,No,No,No,,,
TV7356,2026-01-16,,,,,,,,,No,Satisfied,Not Discussed
TV7487,2023-05-16,,,,,,,,,,,
TV7487,2024-05-16,,,,,,,,,,,
TV7487,2025-05-16,,,,,,,,,,,
TV7705,2025-06-28,Won,No,No,No,No,No,No,No,,,
TV7717,2023-09-28,,,,,,,,,,,
TV7717,2024-09-28,,,,,,,,,,,
TV7717,2025-09-28,Won,No,No,No,No,No,No,No,,,
TV7748,2023-07-27,,,,,,,,,,,
TV7956,2023-08-10,,,,,,,,,,,
TV7956,2024-08-10,,,,,,,,,,,
TV7956,2025-08-10,,,,,,,,,,,
TV8080,2026-02-06,Won,No,No,No,No,No,No,No,,,
TV8175,2023-03-16,,,,,,,,,,,
TV8195,,,,,,No,No,No,No,,,
TV8195,2023-09-10,,,,,,,,,,,
TV8195,2024-09-10,,,,,,,,,,,
TV8195,2025-09-10,,,,,,,,,,,
TV8243,2023-09-17,,,,,,,,,,,
TV8274,2023-03-11,,,,,,,,,,,
TV8797,2023-01-31,,,,,,,,,,,
TV8797,2024-01-31,,,,,,,,,,,
TV8797,2025-01-31,,,,,,,,,,,
TV8797,2026-01-31,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TV8797,2026-01-31,Won,No,No,No,No,No,No,No,,,
TV8912,,,,,,No,No,No,No,,,
TV9111,,,,,,No,No,No,No,,,
TV9275,,,,,,No,No,No,No,,,
TV9275,2023-01-31,,,,,,,,,,,
TV9275,2024-01-31,,,,,,,,,,,
TV9275,2025-01-31,,,,,,,,,,,
TV9306,2023-03-23,,,,,,,,,,,
TV9306,2024-03-23,,,,,,,,,,,
TV9317,,,,,,No,No,No,No,,,
TV9317,2023-07-10,,,,,,,,,,,
TV9317,2024-07-10,,,,,,,,,,,
TV9317,2025-07-10,,,,,,,,,,,
TV9325,2023-11-20,,,,,,,,,,,
TV9325,2024-11-20,,,,,,,,,,,
TV9325,2025-11-20,,,,,,,,,,,
TV9337,,,,,,No,No,No,No,,,
TV9502,,,,,,No,No,No,No,,,
TV9502,2023-03-11,,,,,,,,,,,
TV9502,2024-03-11,,,,,,,,,,,
TV9502,2025-03-11,,,,,,,,,,,
TV9504,2023-03-15,,,,,,,,,,,
TV9504,2024-03-15,,,,,,,,,,,
TV9504,2025-03-15,Won,No,No,No,No,No,No,No,,,
TV9868,,,,,,No,No,No,No,,,
TV9970,2023-07-15,,,,,,,,,,,
TW0231,,,,,,No,No,No,No,,,
TW0231,2023-01-31,,,,,,,,,,,
TW0231,2024-01-31,,,,,,,,,,,
TW0231,2025-01-31,,,,,,,,,,,
TW0231,2026-01-31,,,,,,,,,,,
TW0322,2024-11-12,,,,,,,,,,,
TW0324,2023-10-14,,,,,,,,,,,
TW0324,2024-10-14,,,,,,,,,,,
TW0324,2025-10-14,,,,,,,,,,,
TW0402,,,,,,No,No,No,No,,,
TW0402,2024-10-31,,,,,,,,,,,
TW0402,2025-10-31,,,,,,,,,,,
TW0533,2024-08-21,Won,No,No,No,No,No,No,No,,,
TW0533,2025-08-21,Won,No,No,No,No,No,No,No,,,
TW0571,2024-09-25,Churned,No,No,No,,,,,,,
TW0585,2023-09-10,,,,,,,,,,,
TW0857,2024-08-17,Won,No,No,No,,,,,,,
TW0857,2025-08-17,,,,,,,,,,,
TW0948,,,,,,No,No,No,No,,,
TW0948,2023-01-31,,,,,,,,,,,
TW0948,2024-01-31,,,,,,,,,,,
TW0948,2025-01-31,,,,,,,,,,,
TW0948,2026-01-31,,,,,,,,,,,
TW0959,2024-03-03,,,,,,,,,,,
TW1161,2025-08-20,,,,,,,,,,,
TW1202,,,,,,No,No,No,No,,,
TW1302,2023-10-10,,,,,,,,,,,
TW1302,2024-10-10,Won,No,No,No,No,No,No,No,,,
TW1302,2025-10-10,Won,No,No,No,No,No,No,No,,,
TW1426,,,,,,No,No,No,No,,,
TW1426,2023-01-31,,,,,,,,,,,
TW1426,2024-01-31,,,,,,,,,,,
TW1426,2025-01-31,,,,,,,,,,,
TW1426,2026-01-31,,,,,,,,,,,
TW1665,,,,,,No,No,No,No,,,
TW1665,2023-10-01,,,,,,,,,,,
TW1665,2024-10-01,,,,,,,,,,,
TW1665,2025-10-01,,,,,,,,,,,
TW1665,2026-10-01,,,,,,,,,,,
TW1723,,,,,,No,No,No,No,,,
TW1723,2023-07-09,,,,,,,,,,,
TW1723,2024-07-09,,,,,,,,,,,
TW1723,2025-07-09,,,,,,,,,,,
TW1789,,,,,,No,No,No,No,,,
TW1789,2023-04-05,,,,,,,,,,,
TW1789,2024-04-05,,,,,,,,,,,
TW1789,2025-04-05,,,,,,,,,,,
TW2143,2025-02-01,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW2143,2025-02-01,Won,No,No,No,No,No,No,No,,,
TW2143,2026-01-02,,,,,,,,,No,Not Discussed,Not Discussed
TW2217,,,,,,No,No,No,No,,,
TW2217,2025-10-06,,,,,,,,,,,
TW2457,,,,,,No,Yes,No,Yes,,,
TW2457,2025-05-15,,,,,,,,,,,
TW2620,,,,,,No,No,No,No,,,
TW2729,2025-03-30,Won,No,No,No,No,No,No,No,,,
TW2782,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW2782,,,,,,No,No,No,No,,,
TW2782,2023-01-24,,,,,,,,,,,
TW2782,2024-01-24,,,,,,,,,,,
TW2782,2025-01-24,,,,,,,,,,,
TW2782,2026-01-24,,,,,,,,,,,
TW2984,2024-11-29,Won,No,No,No,No,No,No,No,,,
TW3111,,,,,,No,No,No,No,,,
TW3111,2026-01-28,,,,,,,,,,,
TW3232,2023-01-02,,,,,,,,,,,
TW3232,2024-01-02,,,,,,,,,,,
TW3232,2025-01-02,,,,,,,,,,,
TW3232,2026-01-02,,,,,,,,,,,
TW3273,2024-03-15,,,,,,,,,,,
TW3273,2025-03-15,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW3273,2025-03-15,Won,No,No,No,No,No,No,No,,,
TW3273,2026-03-15,,,,,,,,,,,
TW3453,,,,,,No,No,No,No,,,
TW3453,2024-09-02,,,,,,,,,,,
TW3453,2025-09-02,,,,,,,,,,,
TW3462,2023-10-05,,,,,,,,,,,
TW3462,2024-05-10,Won,No,No,No,No,No,No,No,,,
TW3462,2024-10-05,,,,,,,,,,,
TW3462,2025-05-10,Won,No,No,No,No,No,No,No,,,
TW3462,2025-10-05,,,,,,,,,,,
TW3664,2024-03-24,,,,,,,,,,,
TW3664,2025-03-24,Won,No,Yes,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW3664,2025-03-24,Won,No,Yes,No,No,No,No,No,,,
TW3692,2023-10-10,,,,,,,,,,,
TW3701,2024-12-12,Won,No,No,No,No,No,No,No,,,
TW3701,2025-12-12,Won,No,No,No,No,No,No,No,,,
TW3816,2023-09-06,,,,,,,,,,,
TW3816,2024-09-06,,,,,,,,,,,
TW3816,2025-09-06,,,,,,,,,,,
TW4102,2024-10-26,Won,No,No,No,No,No,No,No,,,
TW4102,2025-10-26,Won,No,No,No,No,No,No,No,,,
TW4131,2023-08-11,,,,,,,,,,,
TW4131,2024-08-11,,,,,,,,,,,
TW4818,2025-02-15,Won,No,No,No,No,No,No,No,,,
TW4818,2026-02-15,,,,,,,,,,,
TW4827,2023-10-29,,,,,,,,,,,
TW4827,2024-10-29,Won,No,No,No,No,No,No,No,,,
TW4827,2025-10-29,,,,,,,,,,,
TW4855,2023-07-06,,,,,,,,,,,
TW4887,2023-01-12,,,,,,,,,,,
TW4887,2024-01-12,,,,,,,,,,,
TW4887,2025-01-12,,,,,,,,,,,
TW4887,2025-12-01,Churned,No,No,No,No,No,No,No,,,
TW4969,2023-09-16,,,,,,,,,,,
TW4969,2024-09-16,Won,No,No,No,,,,,,,
TW4969,2025-09-16,,,,,,,,,,,
TW5011,,,,,,No,No,No,No,,,
TW5011,2023-08-02,,,,,,,,,,,
TW5011,2024-08-02,,,,,,,,,,,
TW5011,2025-08-02,,,,,,,,,,,
TW5011,2026-08-02,,,,,,,,,,,
TW5059,,,,,,No,No,No,No,,,
TW5059,2025-12-20,,,,,,,,,,,
TW5194,2023-09-20,,,,,,,,,,,
TW5194,2024-09-20,,,,,,,,,,,
TW5194,2025-09-20,,,,,,,,,,,
TW5256,2023-01-25,,,,,,,,,,,
TW5565,2025-06-14,,,,,,,,,,,
TW5613,2024-05-12,Won,No,No,No,No,No,No,No,,,
TW5648,2023-11-01,,,,,,,,,,,
TW5648,2024-11-01,,,,,,,,,,,
TW5672,,,,,,No,No,No,No,,,
TW5672,2025-04-18,,,,,,,,,,,
TW5728,2023-04-02,,,,,,,,,,,
TW5756,,,,,,No,No,No,No,,,
TW5756,2023-03-11,,,,,,,,,,,
TW5756,2024-03-11,,,,,,,,,,,
TW5756,2025-03-11,,,,,,,,,,,
TW6314,2025-02-03,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW6314,2025-02-03,Won,No,No,Yes,Yes,Yes,Yes,No,,,
TW6321,,,,,,No,No,No,No,,,
TW6393,2023-04-28,,,,,,,,,,,
TW6393,2024-04-28,Won,No,No,No,No,No,No,No,,,
TW6393,2025-04-28,Won,No,No,No,No,No,No,No,,,
TW6412,2023-11-27,,,,,,,,,,,
TW6476,2024-04-18,,,,,,,,,,,
TW6569,2024-05-13,Won,No,No,No,No,No,No,No,,,
TW6569,2025-05-13,,,,,,,,,No,Neutral,Not Discussed
TW6748,2023-05-01,,,,,,,,,,,
TW6748,2024-05-01,,,,,,,,,,,
TW6748,2025-05-01,,,,,,,,,,,
TW6748,2026-05-01,,,,,,,,,,,
TW6873,,,,,,No,No,No,Yes,,,
TW6873,2025-11-25,,,,,,,,,Yes,Satisfied,90
TW6988,2023-01-17,,,,,,,,,,,
TW6988,2024-01-17,,,,,,,,,,,
TW6988,2025-01-17,Won,No,No,No,No,No,No,No,,,
TW6988,2026-01-17,,,,,,,,,,,
TW7010,2023-10-31,,,,,,,,,,,
TW7047,2023-10-05,,,,,,,,,,,
TW7058,,,,,,No,No,No,No,,,
TW7058,2025-06-09,,,,,,,,,,,
TW7422,,,,,,No,Yes,No,No,,,
TW7422,2025-05-08,,,,,,,,,,,
TW7489,,,,,,No,No,No,No,,,
TW7489,2023-03-31,,,,,,,,,,,
TW7489,2024-03-31,,,,,,,,,,,
TW7489,2025-03-31,,,,,,,,,,,
TW7516,2024-11-01,Won,No,Yes,No,No,No,No,No,,,
TW7516,2025-11-01,Won,No,No,No,No,No,No,No,,,
TW7645,2023-02-09,,,,,,,,,,,
TW7645,2024-02-09,,,,,,,,,,,
TW7884,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW7884,,,,,,No,No,No,No,,,
TW7884,2023-01-16,,,,,,,,,,,
TW7884,2024-01-16,,,,,,,,,,,
TW7884,2025-01-16,,,,,,,,,,,
TW7884,2026-01-16,,,,,,,,,,,
TW7922,2023-02-24,,,,,,,,,,,
TW7922,2024-02-24,,,,,,,,,,,
TW7922,2025-02-24,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TW7922,2025-02-24,Won,No,No,No,No,No,No,No,,,
TW7922,2026-02-24,,,,,,,,,,,
TW8520,2025-08-29,Won,No,No,No,No,No,No,No,,,
TW8545,2023-01-24,,,,,,,,,,,
TW8545,2024-01-24,,,,,,,,,,,
TW8545,2025-01-24,Won,No,No,No,No,No,No,No,,,
TW8545,2026-01-24,,,,,,,,,,,
TW8596,,,,,,No,No,No,No,,,
TW8596,2025-06-02,,,,,,,,,No,Neutral,Not Discussed
TW8630,2023-12-03,,,,,,,,,,,
TW8630,2024-12-03,,,,,,,,,,,
TW8630,2025-12-03,,,,,,,,,,,
TW8630,2026-12-03,,,,,,,,,,,
TW8648,2024-10-24,,,,,,,,,,,
TW9331,2024-09-23,Won,No,No,No,,,,,,,
TW9413,2023-05-05,,,,,,,,,,,
TW9413,2024-05-05,Won,No,No,No,No,No,No,No,,,
TW9413,2025-05-05,Won,No,No,No,No,No,No,No,,,
TW9552,,,,,,No,Yes,No,No,,,
TW9552,2023-06-02,,,,,,,,,,,
TW9552,2024-06-02,,,,,,,,,,,
TW9552,2025-06-02,,,,,,,,,,,
TW9552,2026-06-02,,,,,,,,,,,
TW9655,,,,,,No,No,No,No,,,
TW9676,2023-12-07,,,,,,,,,,,
TX0269,,,,,,No,No,No,No,,,
TX0269,2023-04-25,,,,,,,,,,,
TX0269,2024-04-25,,,,,,,,,,,
TX0269,2025-04-25,,,,,,,,,,,
TX0282,2024-11-14,Won,No,No,No,No,No,No,No,,,
TX0282,2025-11-14,Won,No,Yes,No,No,No,No,No,,,
TX0744,2024-03-05,,,,,,,,,,,
TX0744,2025-03-05,,,,,,,,,,,
TX0744,2025-05-03,Won,No,No,No,No,No,No,No,,,
TX0747,2023-03-06,,,,,,,,,,,
TX0747,2024-03-06,,,,,,,,,,,
TX0747,2025-03-06,,,,,,,,,,,
TX0747,2025-06-03,Won,No,Yes,No,Yes,Yes,Yes,No,,,
TX0986,2023-05-22,,,,,,,,,,,
TX0986,2024-05-22,,,,,,,,,,,
TX0986,2025-05-22,Won,No,No,No,No,No,No,No,,,
TX1097,2023-10-25,,,,,,,,,,,
TX1110,2023-06-06,,,,,,,,,,,
TX1110,2024-06-06,Won,No,No,No,,,,,,,
TX1110,2025-06-06,,,,,,,,,,,
TX1167,2023-09-22,,,,,,,,,,,
TX1167,2024-09-22,Won,No,No,Yes,,,,,,,
TX1167,2025-09-22,,,,,,,,,,,
TX1180,,,,,,No,No,No,No,,,
TX1225,2023-05-31,,,,,,,,,,,
TX1227,,,,,,No,No,No,No,,,
TX1227,2024-11-16,,,,,,,,,,,
TX1227,2025-11-16,,,,,,,,,,,
TX1338,2023-03-24,,,,,,,,,,,
TX1338,2024-03-24,,,,,,,,,,,
TX1527,2023-07-06,,,,,,,,,,,
TX1527,2024-07-06,,,,,,,,,,,
TX1527,2025-07-06,,,,,,,,,,,
TX1666,2024-03-30,,,,,,,,,,,
TX2069,,,,,,No,No,No,No,,,
TX2069,2023-08-19,,,,,,,,,,,
TX2069,2024-08-19,,,,,,,,,,,
TX2069,2025-08-19,,,,,,,,,,,
TX2296,2024-10-11,Won,No,No,No,No,No,No,No,,,
TX2296,2025-10-11,Won,No,Yes,Yes,No,No,No,No,,,
TX2535,2024-10-13,Won,No,No,No,No,No,No,No,,,
TX2535,2025-10-13,,,,,,,,,No,Neutral,80
TX2695,2024-10-01,Won,No,No,No,No,No,No,No,,,
TX2695,2025-10-01,Won,No,No,No,No,No,No,No,,,
TX2898,,,,,,No,Yes,No,Yes,,,
TX2898,2023-11-02,,,,,,,,,,,
TX2898,2024-11-02,,,,,,,,,,,
TX2898,2025-11-02,,,,,,,,,,,
TX2972,2025-08-10,,,,,,,,,No,Satisfied,90
TX2972,2025-10-08,Won,No,No,No,No,No,No,No,,,
TX3108,,,,,,No,No,No,No,,,
TX3108,2023-09-14,,,,,,,,,,,
TX3108,2024-09-14,,,,,,,,,,,
TX3108,2025-09-14,,,,,,,,,,,
TX3561,,,,,,No,No,No,No,,,
TX3561,2024-07-27,,,,,,,,,,,
TX3561,2025-07-27,,,,,,,,,,,
TX3685,2025-04-07,,,,,,,,,No,Not Discussed,Not Discussed
TX3685,2025-07-04,Won,No,No,No,No,No,No,No,,,
TX3730,,,,,,No,No,No,No,,,
TX3730,2023-10-14,,,,,,,,,,,
TX3730,2024-10-14,,,,,,,,,,,
TX3730,2025-10-14,,,,,,,,,,,
TX3818,2024-06-30,,,,,,,,,,,
TX3917,2023-06-29,,,,,,,,,,,
TX3917,2024-06-29,Won,No,No,No,No,No,No,No,,,
TX3917,2025-06-29,Won,No,No,No,No,No,No,No,,,
TX3957,2024-03-21,,,,,,,,,,,
TX3957,2025-03-21,Won,No,No,No,No,No,No,No,,,
TX3957,2026-03-21,,,,,,,,,,,
TX3983,2023-11-19,,,,,,,,,,,
TX3983,2024-11-19,,,,,,,,,,,
TX3987,2023-07-01,,,,,,,,,,,
TX3987,2024-07-01,,,,,,,,,,,
TX3987,2025-07-01,,,,,,,,,,,
TX3987,2026-07-01,,,,,,,,,,,
TX4358,2023-04-19,,,,,,,,,,,
TX4358,2024-04-19,,,,,,,,,,,
TX4358,2025-04-19,,,,,,,,,,,
TX4396,2023-06-04,,,,,,,,,,,
TX4396,2024-06-04,,,,,,,,,,,
TX4435,2026-01-23,Churned,No,No,unknown,No,Yes,No,No,,,
TX4833,2025-11-20,,,,,,,,,,,
TX5106,2024-07-02,Won,No,No,Yes,,,,,,,
TX5363,,,,,,No,No,No,No,,,
TX5363,2025-08-16,,,,,,,,,,,
TX5446,2026-01-13,,,,,,,,,,,
TX5484,2023-06-16,,,,,,,,,,,
TX5484,2024-06-16,,,,,,,,,,,
TX5484,2025-06-16,,,,,,,,,,,
TX5593,2024-10-25,Won,No,No,No,No,No,No,No,,,
TX6297,,,,,,No,No,No,No,,,
TX6297,2023-03-31,,,,,,,,,,,
TX6297,2024-03-31,,,,,,,,,,,
TX6297,2025-03-31,,,,,,,,,,,
TX6555,,,,,,Yes,Yes,Yes,No,,,
TX6555,2026-03-18,,,,,,,,,,,
TX6620,2024-09-03,Won,No,No,No,No,No,No,No,,,
TX6620,2025-09-03,Won,No,No,No,No,No,No,No,,,
TX7015,2025-02-06,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TX7015,2025-02-06,Won,No,No,No,No,No,No,No,,,
TX7015,2025-06-02,,,,,,,,,,,
TX7015,2026-06-02,,,,,,,,,,,
TX7192,2025-02-07,,,,,,,,,,,
TX7192,2025-07-02,Won,No,No,No,No,No,No,No,,,
TX7231,,,,,,No,No,No,No,,,
TX7231,2026-04-03,,,,,,,,,,,
TX7244,2024-11-09,Won,No,No,No,,,,,,,
TX7647,2024-07-02,Won,No,No,No,No,No,No,No,,,
TX7647,2025-07-02,Won,No,Yes,No,No,No,No,No,,,
TX7726,2023-07-26,,,,,,,,,,,
TX7726,2024-07-26,,,,,,,,,,,
TX7726,2025-07-26,,,,,,,,,,,
TX7802,,,,,,No,No,No,No,,,
TX7802,2023-09-05,,,,,,,,,,,
TX7802,2024-09-05,,,,,,,,,,,
TX7802,2025-09-05,,,,,,,,,,,
TX8032,2024-08-22,Won,No,No,No,No,Yes,Yes,No,,,
TX8032,2025-08-22,Churned,No,Yes,No,No,Yes,Yes,No,,,
TX8297,2023-10-10,,,,,,,,,,,
TX8297,2024-10-10,Won,No,No,No,No,No,No,Yes,,,
TX8297,2025-10-10,Churned,Yes,No,Yes,No,No,No,Yes,,,
TX8355,2024-09-18,Won,No,Yes,No,Yes,Yes,No,No,,,
TX8355,2025-09-18,Won,No,No,No,Yes,Yes,No,No,No,Neutral,70
TX8577,2025-12-04,,,,,,,,,,,
TX8577,2026-12-04,,,,,,,,,,,
TX8758,2023-05-02,,,,,,,,,,,
TX8758,2024-05-02,,,,,,,,,,,
TX8758,2025-05-02,,,,,,,,,,,
TX8758,2026-02-05,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TX8758,2026-02-05,Won,No,No,No,No,No,No,No,,,
TX8758,2026-05-02,,,,,,,,,,,
TX8774,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TX8774,,,,,,No,No,No,No,,,
TX8774,2023-03-02,,,,,,,,,,,
TX8774,2024-03-02,,,,,,,,,,,
TX8774,2025-03-02,,,,,,,,,,,
TX9110,2024-09-19,,,,,,,,,,,
TX9210,2024-02-11,,,,,,,,,,,
TX9210,2024-11-02,Won,No,Yes,No,No,Yes,No,Yes,,,
TX9210,2025-02-11,,,,,,,,,,,
TX9210,2025-11-02,Churned,No,No,No,No,Yes,No,Yes,,,
TX9227,2024-10-15,Won,No,unknown,No,No,Yes,No,Yes,,,
TX9227,2025-10-15,Won,No,Yes,No,No,Yes,No,Yes,,,
TX9376,2024-05-06,,,,,,,,,,,
TX9376,2024-06-05,Won,No,No,No,No,No,No,No,,,
TX9376,2025-05-06,,,,,,,,,,,
TX9376,2025-06-05,Won,No,No,No,No,No,No,No,,,
TX9436,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TX9436,,,,,,No,No,No,No,,,
TX9436,2025-06-02,,,,,,,,,No,Neutral,90
TX9542,2023-08-22,,,,,,,,,,,
TX9659,,,,,,No,No,No,No,,,
TX9659,2025-03-13,,,,,,,,,,,
TX9944,2025-10-15,,,,,,,,,No,Satisfied,80
TY0001,2023-10-29,,,,,,,,,,,
TY0077,,,,,,No,No,No,No,,,
TY0077,2024-11-20,,,,,,,,,,,
TY0077,2025-11-20,,,,,,,,,,,
TY0437,,,,,,No,Yes,Yes,No,,,
TY0519,2024-04-26,Won,No,Yes,No,Yes,Yes,Yes,No,,,
TY0519,2025-04-26,Churned,No,No,No,Yes,Yes,Yes,No,,,
TY0541,2024-11-21,Won,No,No,No,No,No,No,No,,,
TY0621,,,,,,No,No,No,No,,,
TY0621,2024-11-24,,,,,,,,,,,
TY0621,2025-11-24,,,,,,,,,,,
TY1059,2025-11-29,Won,No,No,No,No,No,No,No,,,
TY1147,2025-04-13,Won,No,unknown,Yes,No,No,No,No,,,
TY1378,,,,,,No,No,No,No,,,
TY1378,2023-12-07,,,,,,,,,,,
TY1378,2024-12-07,,,,,,,,,,,
TY1378,2025-12-07,,,,,,,,,,,
TY1387,2025-03-07,Won,No,No,No,No,No,No,No,,,
TY1387,2025-07-03,,,,,,,,,No,Satisfied,90
TY1453,2023-09-08,,,,,,,,,,,
TY1538,,,,,,No,No,No,No,,,
TY1617,2023-10-15,,,,,,,,,,,
TY1617,2024-10-15,Won,No,Yes,No,,,,,,,
TY1617,2025-10-15,Won,No,No,No,,,,,,,
TY1659,2023-02-03,,,,,,,,,,,
TY1659,2024-02-03,,,,,,,,,,,
TY1659,2025-02-03,,,,,,,,,,,
TY1659,2025-03-02,Won,Yes,Yes,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TY1659,2025-03-02,Won,Yes,Yes,No,No,No,No,Yes,,,
TY1659,2026-02-03,,,,,,,,,,,
TY2023,2023-01-19,,,,,,,,,,,
TY2023,2024-01-19,,,,,,,,,,,
TY2104,2024-06-12,Won,No,No,Yes,,,,,,,
TY2334,,,,,,No,No,No,No,,,
TY2334,2023-07-13,,,,,,,,,,,
TY2334,2024-07-13,,,,,,,,,,,
TY2334,2025-07-13,,,,,,,,,,,
TY2391,,,,,,No,Yes,Yes,No,,,
TY2391,2024-11-13,,,,,,,,,,,
TY2391,2025-11-13,,,,,,,,,,,
TY2476,2025-06-11,Won,No,Yes,No,No,No,No,No,,,
TY2628,2023-10-19,,,,,,,,,,,
TY2628,2024-10-19,Churned,No,No,No,,,,,,,
TY3529,2023-11-15,,,,,,,,,,,
TY3529,2024-11-15,,,,,,,,,,,
TY3529,2025-11-15,Won,No,No,No,No,No,No,No,,,
TY3560,,,,,,No,No,No,No,,,
TY3560,2023-04-04,,,,,,,,,,,
TY3560,2024-04-04,,,,,,,,,,,
TY3560,2025-04-04,,,,,,,,,,,
TY3768,,,,,,No,No,No,No,,,
TY4040,2025-12-09,Won,No,No,No,No,No,No,No,,,
TY4246,2025-12-09,Won,No,No,No,No,No,No,No,,,
TY4469,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TY4469,,,,,,No,No,No,No,,,
TY4760,2023-05-01,,,,,,,,,,,
TY4955,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TY4955,,,,,,No,Yes,Yes,No,,,
TY5062,,,,,,No,No,No,No,,,
TY5179,2023-01-02,,,,,,,,,,,
TY5179,2024-01-02,,,,,,,,,,,
TY5928,2023-12-05,,,,,,,,,,,
TY5928,2024-05-12,Won,No,No,No,No,No,No,No,,,
TY5928,2024-12-05,,,,,,,,,,,
TY5928,2025-05-12,Won,No,Yes,No,No,No,No,No,,,
TY5928,2025-12-05,,,,,,,,,,,
TY6762,2024-05-09,Won,No,No,No,No,No,No,No,,,
TY6836,,,,,,No,No,No,No,,,
TY6836,2025-01-22,,,,,,,,,,,
TY6836,2026-01-22,,,,,,,,,,,
TY6884,,,,,,No,No,No,No,,,
TY6884,2023-05-19,,,,,,,,,,,
TY6884,2024-05-19,,,,,,,,,,,
TY6884,2025-05-19,,,,,,,,,,,
TY6960,2023-06-12,,,,,,,,,,,
TY7145,,,,,,No,No,No,No,,,
TY7145,2025-08-03,,,,,,,,,,,
TY7145,2026-08-03,,,,,,,,,,,
TY7376,2023-01-21,,,,,,,,,,,
TY7376,2024-01-21,,,,,,,,,,,
TY7376,2025-01-21,,,,,,,,,,,
TY7376,2026-01-21,,,,,,,,,,,
TY7481,2024-06-21,Churned,No,No,No,,,,,,,
TY7523,,,,,,No,No,No,No,,,
TY7523,2023-07-24,,,,,,,,,,,
TY7523,2024-07-24,,,,,,,,,,,
TY7523,2025-07-24,,,,,,,,,,,
TY7677,2024-03-02,,,,,,,,,,,
TY7833,2023-05-19,,,,,,,,,,,
TY7833,2024-05-19,,,,,,,,,,,
TY7833,2025-05-19,,,,,,,,,,,
TY8318,2025-05-16,Won,No,Yes,No,Yes,Yes,No,No,,,
TY8374,2023-05-24,,,,,,,,,,,
TY8620,,,,,,No,No,No,No,,,
TY8620,2025-07-06,,,,,,,,,,,
TY8975,2026-03-12,Won,No,Yes,No,Yes,Yes,Yes,Yes,,,
TY8975,2026-12-03,,,,,,,,,,,
TY9030,,,,,,No,No,No,No,,,
TY9030,2023-08-05,,,,,,,,,,,
TY9030,2024-08-05,,,,,,,,,,,
TY9030,2025-08-05,,,,,,,,,,,
TY9035,2023-05-17,,,,,,,,,,,
TY9035,2024-05-17,Won,No,No,No,,,,,,,
TY9035,2025-05-17,,,,,,,,,,,
TY9224,2025-02-19,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
TY9224,2025-02-19,Won,No,No,No,No,No,No,No,,,
TY9224,2026-02-19,,,,,,,,,,,
TY9307,2024-03-21,,,,,,,,,,,
TY9307,2025-03-21,Won,No,No,No,No,No,No,No,,,
TY9398,,,,,,No,No,No,No,,,
TY9398,2023-12-21,,,,,,,,,,,
TY9398,2024-12-21,,,,,,,,,,,
TY9398,2025-12-21,,,,,,,,,,,
