Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
RZ4073,Won,2024-10-11,2024-09-27,No,No,No,No,No,No,unknown,No,No,No,Not Discussed,No,1.0,2024.0,1
RZ5557,Won,2025-03-04,2025-02-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
RZ5557,Won,2026-03-04,2026-02-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
RZ5608,Won,2025-03-14,2025-02-17,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
RZ6141,Won,2024-06-16,2024-05-20,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
RZ6141,Won,2025-06-16,2025-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
RZ6981,Won,2024-07-22,2024-06-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
RZ7556,Won,2025-03-27,2025-03-04,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
RZ8292,Won,2024-07-23,2024-06-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
RZ8292,Won,2025-07-23,2025-07-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
RZ9104,Churned,2025-01-19,2025-01-02,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,5.0,2025.0,1
RZ9339,Won,2025-04-13,2025-03-18,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SA0089,Won,2024-05-30,2024-05-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SA3341,Won,2025-12-16,2025-11-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
SA4451,Won,2025-08-31,2025-08-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SA4576,Won,2024-10-19,2024-09-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SA4576,Won,2025-10-19,2025-10-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SA4667,Churned,2025-04-30,2025-03-28,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,9.0,2025.0,1
SA5957,Won,2024-10-15,2024-09-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SA6418,Won,2025-02-28,2025-02-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SA6418,Won,2026-02-28,2026-01-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
SA6427,Won,2025-05-10,2025-04-15,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
SA7135,Won,2025-09-05,2025-08-22,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,3.0,2025.0,1
SA7983,Won,2024-10-23,2024-09-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SA9312,Won,2025-04-23,2025-03-27,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SB0077,Won,2025-02-15,2025-01-21,No,No,Yes,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,1.0,2025.0,1
SB0136,Won,2024-05-31,2024-05-17,No,No,No,No,No,No,No,Yes,No,Yes,Not Discussed,No,5.0,2024.0,1
SB0136,Won,2025-05-31,2025-05-14,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,10.0,2025.0,1
SB1331,Won,2024-12-01,2024-10-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SB1335,Churned,2024-09-24,2024-09-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SB2106,Churned,2025-03-15,2025-02-13,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
SB2209,Won,2024-05-12,2024-04-15,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Desired to Cancel,No,1.0,2024.0,1
SB2255,Won,2024-11-09,2024-10-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SB2255,Won,2025-11-09,2025-10-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
SB2269,Won,2025-08-16,2025-07-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SB3039,Churned,2025-04-22,2025-03-26,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SB3588,Won,2025-02-28,2025-02-14,No,No,No,No,No,No,No,No,No,Yes,Renewed,Yes,1.0,2025.0,1
SB4788,Won,2024-11-14,2024-10-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SB5031,Won,2025-05-07,2025-04-16,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,8.0,2025.0,1
SB5739,Won,2025-03-03,2025-02-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SB6090,Won,2024-07-14,2024-06-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SB7583,Won,2025-10-22,2025-09-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SB7766,Won,2024-06-12,2024-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SB8293,Churned,2024-07-20,2024-06-24,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2024.0,1
SB9234,Won,2025-04-13,2025-03-26,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,12.0,2025.0,1
SC0041,Won,2025-03-04,2025-02-05,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SC0041,Won,2026-03-04,2026-02-05,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
SC0146,Won,2024-07-19,2024-06-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC1307,Churned,2024-08-24,2024-07-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SC1503,Won,2024-11-15,2024-10-21,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC1503,Won,2025-11-15,2025-10-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SC2214,Won,2026-01-22,2026-01-07,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
SC3839,Won,2024-07-13,2024-06-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
SC3933,Won,2024-09-21,2024-08-28,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC3933,Won,2025-09-21,2025-08-26,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
SC4391,Won,2025-03-04,2025-02-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SC4458,Won,2024-05-15,2024-04-19,No,No,Yes,unknown,unknown,unknown,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SC5175,Won,2024-06-28,2024-06-13,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC5378,Won,2026-02-24,2026-01-14,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
SC6673,Won,2024-08-16,2024-07-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC6673,Won,2025-08-16,2025-07-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SC7211,Won,2025-07-01,2025-06-04,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,7.0,2025.0,1
SC8144,Won,2025-11-27,2025-11-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SC8212,Won,2025-10-20,2025-09-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SC8333,Won,2025-02-21,2025-01-29,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SC9273,Churned,2025-03-28,2025-03-14,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
SC9476,Won,2024-06-26,2024-06-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SC9476,Won,2025-06-26,2025-05-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,9.0,2025.0,1
SC9562,Won,2024-07-05,2024-06-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SC9562,Won,2025-07-05,2025-06-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,8.0,2025.0,1
SC9666,Won,2024-07-31,2024-07-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SD2230,Won,2025-01-17,2024-12-23,Yes,No,Yes,Yes,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SD2230,Won,2025-01-17,2025-01-02,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Desired to Cancel,No,2.0,2025.0,1
SD2246,Churned,2024-12-14,2024-11-18,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Desired to Cancel,No,1.0,2024.0,1
SD2413,Won,2025-11-27,2025-11-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
SD2871,Won,2024-05-14,2024-04-17,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,3.0,2024.0,1
SD2882,Churned,2025-02-14,2025-01-28,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Desired to Cancel,No,1.0,2025.0,1
SD3446,Won,2024-07-19,2024-06-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SD3521,Won,2025-04-22,2025-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SD3567,Won,2025-02-01,2025-01-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SD3894,Won,2026-01-07,2025-12-11,No,No,No,Yes,No,No,No,No,No,Yes,Renewed,No,7.0,2025.0,1
SD6063,Won,2025-02-23,2025-01-27,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SD6519,Won,2025-02-16,2025-01-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SD6519,Won,2026-02-16,2026-01-21,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2026.0,1
SD6532,Won,2025-03-31,2025-03-03,No,unknown,unknown,Yes,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SD6788,Won,2024-08-20,2024-07-24,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SD8050,Won,2025-06-08,2025-05-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
SD8158,Won,2025-05-25,2025-04-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SD8686,Won,2024-10-25,2024-10-09,No,unknown,unknown,Yes,Yes,Yes,No,No,No,Yes,Desired to Cancel,No,2.0,2024.0,1
SD8850,Won,2025-11-18,2025-10-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SD9268,Won,2024-08-23,2024-07-29,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SD9268,Won,2025-08-23,2025-07-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SD9312,Won,2024-06-11,2024-05-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SE1895,Won,2024-05-10,2024-04-26,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SE2612,Won,2025-03-28,2025-03-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE2737,Won,2024-08-05,2024-07-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2024.0,1
SE3835,Won,2025-05-16,2025-05-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
SE3857,Won,2025-08-13,2025-07-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE3963,Won,2024-05-23,2024-05-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SE5077,Won,2024-08-14,2024-07-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SE5383,Won,2025-05-01,2025-04-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE5673,Won,2025-03-23,2025-02-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SE6201,Churned,2025-11-21,2025-11-07,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SE6561,Won,2024-08-07,2024-07-11,No,No,No,No,No,No,No,No,No,No,Not Discussed,Not Discussed,2.0,2024.0,1
SE7039,Won,2024-08-12,2024-07-19,No,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SE7039,Won,2025-08-12,2025-07-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
SE7279,Won,2025-08-09,2025-07-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE7388,Won,2025-07-03,2025-06-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE7769,Won,2025-06-09,2025-05-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,9.0,2025.0,1
SE7937,Won,2024-08-01,2024-07-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SE7937,Churned,2025-08-01,2025-07-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
SE8261,Won,2025-02-20,2025-01-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE8261,Won,2026-02-20,2026-01-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
SE8293,Won,2025-11-28,2025-10-31,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Renewed,Yes,1.0,2025.0,1
SE8726,Won,2025-03-05,2025-02-17,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2025.0,1
SE9084,Won,2025-02-26,2025-01-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SE9084,Won,2026-02-26,2026-01-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2026.0,1
SE9257,Won,2024-07-06,2024-06-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2024.0,1
SE9701,Won,2024-09-29,2024-08-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SE9701,Won,2025-09-29,2025-09-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
SE9803,Won,2025-11-20,2025-10-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
SF0556,Won,2025-01-04,2024-12-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SF1850,Won,2024-10-19,2024-09-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SF3501,Won,2025-06-19,2025-05-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SF5798,Won,2025-06-21,2025-05-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
SF6024,Won,2025-01-03,2024-12-10,Yes,No,Yes,Yes,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SF6713,Won,2026-02-28,2026-02-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
SF6999,Won,2025-05-11,2025-04-08,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Renewed,No,4.0,2025.0,1
SF7247,Won,2025-05-14,2025-04-22,unknown,No,Yes,Yes,No,Yes,No,No,No,No,Renewed,Yes,3.0,2025.0,1
SF8391,Won,2024-11-23,2024-10-28,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SG0978,Churned,2025-06-11,2025-05-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,8.0,2025.0,1
SG1383,Won,2025-04-28,2025-04-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SG1646,Won,2025-12-10,2025-11-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SG2044,Won,2025-01-29,2025-01-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SG2049,Won,2026-03-02,2026-02-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
SG2142,Won,2025-08-21,2025-07-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,12.0,2025.0,1
SG2250,Won,2024-08-12,2024-07-26,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SG3530,Won,2024-06-08,2024-05-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SG3530,Won,2025-06-08,2025-05-15,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SG3642,Won,2025-07-19,2025-06-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SG4180,Won,2025-03-18,2025-02-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SG4485,Won,2024-12-23,2024-12-03,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SG4831,Won,2025-05-05,2025-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SG6675,Won,2025-08-28,2025-08-01,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,Yes,4.0,2025.0,1
SG6677,Won,2024-12-19,2024-11-22,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SG8347,Churned,2025-07-23,2025-07-09,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
SG8443,Won,2024-07-07,2024-06-20,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SG8443,Won,2025-07-07,2025-06-09,unknown,No,No,Yes,No,No,No,No,No,No,Renewed,No,8.0,2025.0,1
SG9027,Won,2024-09-19,2024-08-29,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SG9027,Won,2025-09-19,2025-08-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
SG9448,Won,2025-02-14,2025-01-24,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
SG9983,Won,2025-09-04,2025-08-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SH0037,Won,2026-03-11,2026-02-12,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
SH0828,Won,2024-08-02,2024-07-02,No,No,Yes,Yes,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
SH0993,Won,2025-04-25,2025-04-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SH3090,Won,2025-08-15,2025-07-29,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SH3568,Won,2024-08-15,2024-07-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SH5241,Won,2025-08-14,2025-07-18,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,12.0,2025.0,1
SH7295,Won,2025-09-13,2025-08-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SH7870,Won,2024-08-12,2024-07-29,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
SH8102,Won,2024-07-07,2024-06-10,Yes,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SH8102,Won,2025-07-07,2025-06-11,Yes,No,Yes,No,No,No,No,No,No,Yes,Desired to Cancel,No,3.0,2025.0,1
SH8118,Won,2024-07-20,2024-06-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SH8468,Won,2025-09-18,2025-08-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SH8645,Won,2024-04-26,2024-04-10,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
SH8666,Won,2025-03-07,2025-02-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SH8786,Churned,2026-03-13,2026-01-27,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2026.0,1
SH9543,Won,2024-08-13,2024-07-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SH9932,Won,2025-07-28,2025-07-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
SI0021,Won,2025-08-28,2025-08-12,No,No,Yes,Yes,No,No,No,No,No,No,Desired to Cancel,No,1.0,2025.0,1
SI0111,Won,2025-11-02,2025-10-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SI1052,Won,2024-09-08,2024-08-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SI1309,Won,2025-01-07,2024-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
SI1309,Won,2026-01-07,2025-12-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
SI1360,Won,2024-09-06,2024-08-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SI1455,Won,2024-08-23,2024-07-15,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SI1455,Won,2025-08-23,2025-08-01,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SI2780,Won,2024-11-06,2024-10-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SI3015,Churned,2024-10-06,2024-09-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SI3321,Won,2024-07-25,2024-07-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
SI3321,Won,2025-07-25,2025-07-08,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,6.0,2025.0,1
SI3924,Won,2025-08-16,2025-07-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SI4262,Won,2024-11-16,2024-10-28,No,No,No,unknown,unknown,unknown,No,No,No,No,Renewed,No,2.0,2024.0,1
SI4507,Won,2025-07-07,2025-06-09,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2025.0,1
SI5438,Won,2025-06-28,2025-06-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SI5561,Won,2024-06-05,2024-05-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
SI5561,Won,2025-06-05,2025-05-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
SI5641,Won,2025-12-18,2025-11-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SI5979,Won,2024-10-11,2024-09-12,No,No,No,unknown,unknown,unknown,No,No,No,No,Renewed,No,1.0,2024.0,1
SI6842,Won,2024-08-27,2024-08-05,No,No,No,No,No,Yes,No,No,No,No,Renewed,Yes,2.0,2024.0,1
SI7678,Won,2026-03-11,2026-02-12,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2026.0,1
SI7891,Won,2025-04-14,2025-03-20,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
SI8183,Won,2025-07-05,2025-06-09,unknown,No,No,No,No,No,No,No,No,No,Not Discussed,No,8.0,2025.0,1
SI8271,Won,2024-11-19,2024-10-24,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
SI8271,Won,2025-11-19,2025-10-23,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
SI8864,Won,2025-10-01,2025-09-17,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SI9230,Won,2024-05-29,2024-05-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
SI9502,Churned,2024-05-13,2024-04-16,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2024.0,1
SI9835,Won,2024-12-11,2024-11-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
SJ0350,Won,2024-09-14,2024-08-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SJ0350,Won,2025-09-14,2025-08-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,8.0,2025.0,1
SJ1477,Won,2024-08-17,2024-07-26,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Desired to Cancel,No,3.0,2024.0,1
SJ1531,Won,2026-01-24,2026-01-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2026.0,1
SJ2458,Won,2026-03-12,2026-01-26,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2026.0,1
SJ2517,Won,2026-01-28,2025-12-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
SJ2536,Won,2026-01-16,2025-12-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SJ3466,Won,2025-10-22,2025-09-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
SJ4229,Won,2025-03-19,2025-02-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
SJ5795,Churned,2024-08-13,2024-07-17,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
SJ6943,Won,2024-06-13,2024-05-17,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SJ6943,Won,2025-06-13,2025-05-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
SJ7759,Won,2024-10-31,2024-10-04,No,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
SJ7759,Won,2025-10-31,2025-10-10,No,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2025.0,1
SJ7912,Won,2025-03-02,2025-01-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
SJ8611,Won,2025-10-12,2025-09-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,16.0,2025.0,1
SJ8911,Won,2024-05-24,2024-05-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SJ9380,Won,2025-08-27,2025-08-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
SJ9858,Won,2024-08-21,2024-08-01,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SK0221,Won,2024-09-17,2024-08-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
SK0222,Won,2024-10-21,2024-10-02,No,No,No,No,No,No,No,No,No,Yes,Desired to Cancel,No,2.0,2024.0,1
