Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors
SQ9841,2024-05-29,Churned,No,No,No
SR0111,2025-11-07,Won,No,Yes,No
SR0239,2026-01-13,Won,No,No,No
SR0847,2025-03-18,Churned,No,Yes,No
SR2151,2024-06-19,Won,No,Yes,No
SR2151,2025-06-19,Won,No,No,No
SR2160,2024-09-06,Won,No,Yes,No
SR2274,2024-08-14,Won,No,No,No
SR2274,2025-08-14,Won,No,No,No
SR3594,2026-01-10,Won,No,No,No
SR3735,2025-07-30,Won,No,No,No
SR4638,2024-11-18,Won,No,No,No
SR4789,2025-06-25,Won,No,No,No
SR4863,2025-07-25,Won,No,Yes,No
SR5391,2025-05-13,Won,No,No,No
SR5509,2025-02-23,Won,No,Yes,No
SR5533,2024-11-21,Won,No,No,No
SR5657,2024-05-31,Won,No,No,No
SR5869,2025-03-22,Won,No,No,No
SR6217,2025-04-25,Won,No,No,No
SR8494,2025-02-08,Won,No,No,No
SR8720,2025-06-23,Churned,No,No,No
SR9582,2025-01-27,Won,No,No,No
SS0308,2026-02-18,Won,No,No,No
SS0587,2025-07-09,Won,No,No,No
SS0888,2025-01-06,Won,No,No,No
SS1012,2026-03-04,Won,No,No,No
SS2624,2025-12-22,Won,No,No,No
SS3004,2025-01-17,Won,No,No,No
SS3039,2025-03-25,Won,No,No,No
SS3610,2025-09-05,Won,No,No,No
SS3643,2024-11-16,Won,No,No,No
SS3643,2025-11-16,Won,No,No,No
SS3895,2026-02-17,Won,No,No,No
SS3942,2024-06-24,Won,No,No,No
SS3942,2025-06-24,Won,No,No,No
SS4269,2025-03-17,Won,No,No,No
SS4631,2025-02-26,Won,No,No,No
SS5365,2026-01-15,Won,No,Yes,Yes
SS5489,2024-10-25,Won,No,Yes,No
SS5522,2025-04-11,Won,No,unknown,No
SS6343,2025-05-26,Won,No,No,No
SS6739,2026-01-07,Won,No,No,No
SS9244,2025-09-05,Won,No,No,Yes
SS9282,2025-03-20,Won,No,No,No
SS9722,2024-08-01,Churned,No,No,No
ST0439,2025-09-05,Won,No,No,No
ST0735,2024-09-27,Won,Yes,Yes,Yes
ST1041,2025-08-13,Won,No,No,No
ST1154,2025-01-21,Won,No,No,No
ST1616,2025-03-29,Won,No,unknown,No
ST1997,2025-01-10,Won,No,No,No
ST2475,2025-01-09,Won,No,No,No
ST3670,2025-01-07,Won,No,No,No
ST3670,2026-01-07,Won,No,Yes,No
ST4044,2025-02-13,Churned,No,No,No
ST4210,2025-06-19,Won,No,No,No
ST4344,2024-04-26,Churned,No,No,No
ST4750,2025-03-25,Won,No,No,No
ST5343,2025-12-03,Won,No,No,No
ST5839,2025-05-25,Churned,No,No,No
ST6414,2025-02-06,Won,No,No,No
ST6414,2026-02-06,Won,No,No,No
ST6538,2025-02-20,Won,No,No,No
ST7663,2024-07-12,Won,No,Yes,No
ST8048,2024-05-31,Won,No,No,No
ST8048,2025-05-31,Won,No,Yes,No
ST8177,2025-03-30,Won,No,No,No
ST8211,2025-04-18,Won,No,unknown,No
ST8326,2025-09-09,Won,No,No,No
ST8431,2025-07-01,Won,No,No,No
ST8686,2024-05-25,Won,No,No,Yes
ST8804,2024-09-06,Won,No,No,No
ST8946,2024-11-17,Won,No,No,No
ST8946,2025-11-17,Won,No,Yes,Yes
ST8966,2025-02-14,Churned,No,No,No
ST9530,2025-03-29,Won,No,No,No
SU0113,2025-06-02,Won,No,Yes,Yes
SU0362,2025-12-04,Won,No,No,No
SU1223,2025-07-02,Won,No,No,No
SU1309,2024-08-05,Won,Yes,Yes,No
SU3053,2024-06-21,Won,No,No,No
SU3677,2024-10-02,Churned,No,No,No
SU4191,2024-11-16,Won,No,No,No
SU4213,2024-11-07,Churned,No,Yes,Yes
SU4306,2025-08-24,Churned,No,No,No
SU5131,2024-09-28,Won,No,No,No
SU6010,2024-05-06,Won,No,No,No
SU7153,2024-12-13,Won,No,Yes,No
SU7720,2025-08-09,Won,No,No,No
SU7885,2025-11-04,Won,No,No,No
SU8028,2025-01-30,Won,No,No,No
SU8520,2025-03-06,Won,No,No,No
SU8640,2025-12-19,Won,No,Yes,No
SU8712,2024-05-19,Churned,No,Yes,No
SU9134,2025-10-24,Won,No,Yes,No
SV0053,2024-09-28,Won,No,No,Yes
SV0106,2025-07-25,Churned,No,No,No
SV1095,2025-05-22,Won,No,No,No
SV1208,2024-12-05,Churned,No,Yes,No
SV1274,2025-03-31,Won,No,unknown,No
SV1389,2025-08-08,Won,No,No,No
SV1401,2024-11-16,Won,No,No,No
SV1401,2025-11-16,Won,No,No,No
SV1607,2026-01-29,Won,No,No,unknown
SV1647,2024-12-29,Won,No,No,No
SV1647,2025-12-29,Won,No,No,No
SV2394,2024-07-31,Churned,No,No,No
SV2605,2025-08-01,Won,No,No,No
SV3507,2024-12-07,Won,No,unknown,No
SV3507,2025-12-07,Won,No,No,Yes
SV3809,2025-02-05,Won,No,No,No
SV4259,2025-02-12,Won,No,Yes,No
SV4427,2025-10-04,Churned,No,No,No
SV4430,2025-01-06,Won,No,No,No
SV4430,2026-01-06,Won,No,No,No
SV4582,2024-12-08,Won,No,No,No
SV5065,2024-11-02,Won,No,No,No
SV5328,2025-10-04,Won,No,No,No
SV5416,2025-04-20,Won,No,No,No
SV5530,2025-12-16,Won,No,No,No
SV5658,2025-06-30,Won,No,No,No
SV6051,2025-03-10,Won,No,No,No
SV6518,2024-11-28,Won,No,No,No
SV6940,2024-09-21,Won,No,Yes,No
SV6940,2025-09-21,Won,No,Yes,No
SV7526,2025-10-25,Won,No,No,No
SV8012,2025-02-07,Won,No,No,No
SV8048,2024-12-10,Won,No,No,No
SV8074,2024-11-08,Won,No,No,No
SV8415,2025-08-24,Won,No,No,No
SV8492,2024-12-15,Won,No,No,No
SV8502,2025-01-10,Won,No,No,No
SV9482,2025-01-31,Won,No,Yes,No
SV9644,2025-08-15,Won,No,No,No
SV9828,2025-04-21,Won,No,unknown,Yes
SW0220,2025-02-01,Won,No,No,No
SW1040,2025-06-06,Won,No,No,No
SW1217,2025-02-15,Won,No,No,No
SW1719,2024-09-03,Churned,No,No,No
SW2001,2025-11-10,Won,No,No,No
SW2143,2025-01-16,Won,No,No,No
SW2159,2025-09-17,Won,No,Yes,No
SW2474,2025-09-26,Won,No,No,No
SW2713,2024-06-01,Won,No,No,No
SW4519,2026-02-08,Won,No,No,No
SW4625,2025-04-07,Won,No,No,No
SW5103,2025-03-30,Won,No,unknown,No
SW5481,2024-05-02,Won,No,No,Yes
SW5481,2025-05-02,Won,No,No,No
SW6408,2025-02-02,Won,No,Yes,No
SW6432,2025-03-07,Won,No,Yes,Yes
SW6903,2026-02-06,Won,No,No,No
SW7652,2025-03-21,Won,No,unknown,No
SW7847,2024-08-23,Won,No,No,No
SW8292,2025-11-17,Won,No,No,No
SW9189,2024-07-10,Won,No,Yes,No
SW9217,2024-04-29,Won,No,No,No
SW9217,2025-04-29,Won,No,Yes,No
SW9478,2025-09-09,Won,No,No,No
SX0461,2025-04-21,Won,No,No,No
SX0476,2025-12-17,Won,No,No,No
SX0644,2026-01-17,Won,No,No,No
SX0947,2025-01-30,Won,No,No,No
SX0947,2025-01-30,Won,No,No,No
SX2285,2025-02-19,Won,No,No,No
SX2285,2026-02-19,Won,No,No,No
SX2751,2024-04-24,Churned,No,No,No
SX4326,2024-12-02,Won,No,No,No
SX4569,2025-01-12,Won,No,No,No
SX4569,2026-01-12,Won,No,No,No
SX4902,2024-05-10,Won,No,No,No
SX4902,2025-05-10,Won,No,No,No
SX5574,2025-05-01,Won,No,No,No
SX5786,2026-03-21,Churned,No,No,No
SX5973,2025-02-25,Won,No,No,No
SX6061,2025-02-04,Won,No,No,No
SX6708,2025-08-07,Won,No,No,Yes
SX7161,2024-11-07,Won,No,No,No
SX7292,2024-07-27,Won,No,Yes,No
SX9773,2024-08-04,Won,No,Yes,No
SY0147,2024-08-30,Won,No,No,No
SY0147,2025-08-30,Won,No,No,No
SY0160,2025-04-29,Won,No,No,No
SY1948,2024-12-31,Won,No,Yes,No
SY2302,2025-02-09,Won,No,Yes,No
SY2397,2025-01-14,Won,No,No,No
SY2397,2026-01-14,Won,Yes,Yes,No
SY2449,2024-12-14,Won,No,No,No
SY2449,2025-12-14,Won,No,No,No
SY2683,2024-12-06,Won,No,No,No
SY2683,2025-12-06,Won,No,No,No
SY3237,2024-09-03,Won,No,No,No
SY3480,2024-06-26,Churned,No,No,No
SY3736,2025-09-30,Won,No,No,No
SY4414,2025-04-04,Won,No,unknown,No
SY4737,2024-10-27,Won,No,No,Yes
SY4978,2025-02-28,Won,Yes,Yes,No
SY4978,2026-02-28,Won,No,Yes,Yes
SY5055,2025-01-02,Won,No,No,No
SY5566,2025-10-21,Won,No,No,No
SY6143,2024-06-05,Won,No,No,No
SY6611,2025-11-08,Won,No,Yes,No
SY6817,2025-11-20,Churned,No,No,No
SY7170,2025-12-13,Won,No,No,No
SY9549,2024-10-11,Won,No,No,No
SZ0313,2025-01-03,Won,No,No,No
SZ0788,2025-01-14,Churned,No,No,No
SZ1154,2025-03-31,Won,No,unknown,No
SZ1269,2025-01-04,Won,No,No,No
SZ1425,2024-10-22,Won,No,No,Yes
SZ1980,2024-10-27,Won,No,No,No
SZ1980,2025-10-27,Won,No,No,No
SZ2041,2024-09-22,Won,No,No,No
SZ2893,2024-08-10,Won,No,No,Yes
SZ3240,2024-12-04,Won,No,No,No
SZ3240,2025-12-04,Won,No,No,No
SZ3659,2025-01-07,Won,No,No,No
SZ4287,2025-08-22,Won,No,No,No
SZ4978,2025-04-07,Won,No,No,Yes
SZ6555,2025-09-15,Churned,No,No,No
SZ6754,2024-10-30,Won,No,No,No
SZ6754,2025-10-30,Won,No,Yes,No
SZ7818,2025-05-07,Churned,No,Yes,No
SZ8777,2025-09-22,Won,No,No,No
SZ8851,2024-08-25,Won,No,No,No
SZ9156,2025-01-14,Won,No,Yes,No
SZ9395,2025-10-23,Won,No,No,No
SZ9887,2025-04-20,Won,No,unknown,No
TA0124,2025-03-06,Won,No,No,No
TA0158,2024-08-18,Won,No,No,No
TA0508,2025-07-19,Won,No,No,No
TA0829,2025-01-08,Won,No,No,No
TA1515,2025-11-25,Won,No,No,No
TA2274,2025-06-23,Won,No,No,No
TA2980,2024-07-09,Won,No,Yes,Yes
TA3045,2026-01-27,Won,No,No,No
TA3602,2026-01-09,Won,No,No,No
TA4653,2024-07-18,Won,No,No,No
TA4653,2025-07-18,Won,No,No,No
TA4731,2025-11-11,Won,No,No,Yes
TA5108,2025-10-03,Won,No,Yes,No
TA5615,2024-10-25,Churned,No,Yes,No
TA6361,2024-12-11,Won,No,No,No
TA6794,2025-04-13,Churned,No,unknown,No
TA7066,2024-11-05,Won,No,No,No
TA7448,2025-01-10,Won,No,No,No
TA7884,2024-08-08,Won,No,No,No
TA8011,2025-05-14,Won,No,No,No
TA8574,2024-09-27,Won,No,No,No
TA9339,2025-06-17,Churned,No,No,No
TA9787,2025-04-26,Won,No,No,No
TA9966,2025-06-08,Won,No,No,No
TB1067,2025-12-20,Won,No,No,No
TB1841,2025-03-19,Won,No,No,No
TB1918,2026-01-08,Won,No,No,No
TB2731,2024-10-24,Churned,No,No,No
TB2779,2025-02-12,Won,No,No,No
TB3691,2025-12-04,Won,No,No,No
TB3812,2025-09-17,Won,No,Yes,No
TB3974,2025-01-09,Won,unknown,Yes,No
TB3985,2024-11-07,Won,No,No,No
TB3985,2025-11-07,Won,No,Yes,Yes
TB4091,2024-07-06,Won,No,Yes,No
TB4233,2025-07-27,Won,No,No,No
TB4863,2025-10-18,Won,No,No,No
TB5279,2025-02-27,Won,No,No,No
TB5580,2025-08-19,Churned,No,No,No
TB5659,2025-03-17,Won,No,No,No
TB5784,2025-01-23,Won,No,No,No
TB6004,2024-07-07,Churned,No,No,No
TB6170,2024-09-23,Won,No,No,No
TB6240,2024-09-10,Won,No,Yes,No
TB6249,2025-04-06,Won,No,unknown,No
TB6488,2025-04-07,Won,No,unknown,No
TB6662,2024-07-06,Won,No,No,No
TB6662,2025-07-06,Won,No,No,No
TB7326,2025-03-19,Churned,No,No,No
TB7390,2025-10-31,Won,No,No,No
TB7486,2026-02-06,Won,No,Yes,No
TB7680,2024-11-30,Won,No,No,No
TB7680,2025-11-30,Won,No,Yes,No
TB8153,2025-03-15,Won,No,No,No
TB8335,2025-03-26,Won,No,Yes,No
TB9541,2024-10-18,Churned,No,No,No
TB9913,2026-02-12,Won,No,No,No
TB9931,2024-11-29,Churned,No,No,No
TC0542,2024-09-10,Won,No,No,No
TC0542,2025-09-10,Won,No,No,No
TC0699,2024-11-02,Won,Yes,Yes,No
TC1767,2025-04-18,Won,No,No,No
TC2090,2025-11-07,Won,No,No,No
TC3587,2025-04-30,Won,No,No,No
TC3721,2024-12-02,Won,No,No,No
TC3721,2025-12-02,Won,No,No,No
TC4939,2025-01-11,Won,No,No,No
TC4939,2026-01-11,Won,No,No,No
TC5064,2025-03-09,Won,No,Yes,Yes
TC5205,2024-06-10,Won,No,No,No
TC5308,2024-04-25,Won,No,Yes,Yes
TC5506,2025-04-22,Won,No,unknown,No
TC5928,2024-09-23,Won,No,No,No
TC6388,2025-08-22,Won,No,No,No
TC6800,2025-03-12,Won,No,No,No
TC6835,2024-07-31,Churned,No,No,No
TC7952,2025-01-19,Won,No,No,No
TC8558,2025-05-11,Won,No,No,No
TC9863,2025-09-13,Won,No,No,No
TC9866,2025-02-23,Won,No,No,No
TC9866,2026-02-23,Won,No,No,No
TD1507,2025-07-07,Won,No,No,No
TD1696,2024-11-01,Won,No,No,No
TD1761,2025-02-17,Won,No,No,No
TD2253,2024-09-13,Won,No,Yes,Yes
TD2253,2025-09-13,Won,No,No,No
TD2740,2024-07-05,Won,No,No,No
TD3000,2024-09-13,Churned,No,No,No
TD3187,2024-05-11,Won,No,No,No
TD3187,2025-05-11,Won,No,No,No
TD3443,2025-07-12,Won,No,No,No
TD3457,2024-05-11,Won,No,No,No
TD3660,2024-07-03,Won,No,No,No
TD4335,2025-07-29,Churned,No,No,No
TD4462,2025-12-12,Won,No,No,No
TD4507,2025-08-07,Won,No,No,No
TD5442,2024-09-03,Won,No,Yes,Yes
TD6564,2024-05-10,Won,No,No,No
TD7042,2024-04-30,Won,No,No,No
TD7042,2025-04-30,Won,No,No,No
TD7175,2024-07-02,Won,No,Yes,No
TD7281,2025-04-19,Won,No,No,No
TD8254,2024-10-04,Churned,No,No,No
TD8508,2025-10-28,Won,No,No,Yes
TD8593,2024-10-01,Won,No,Yes,No
TD9315,2024-05-08,Won,No,No,No
TD9315,2025-05-08,Won,No,No,No
TD9432,2026-02-27,Churned,No,No,No
TD9862,2024-04-27,Won,No,No,No
TE0376,2024-07-19,Won,No,No,No
TE0376,2025-07-19,Won,No,No,No
TE1010,2024-12-21,Won,Yes,Yes,No
TE2218,2024-05-16,Won,No,No,No
TE2954,2025-11-26,Won,No,No,No
TE2964,2025-02-04,Won,Yes,Yes,Yes
TE3414,2025-04-11,Won,No,No,No
TE3455,2025-07-09,Won,No,No,No
TE4048,2024-04-27,Churned,No,No,No
TE4483,2024-06-30,Won,No,No,No
TE5876,2025-09-17,Won,No,No,No
TE5939,2025-06-16,Won,No,No,No
TE6664,2025-03-29,Won,No,Yes,No
TE6912,2024-07-20,Won,No,Yes,No
TE7549,2024-09-17,Won,No,No,No
TE7682,2024-07-21,Won,No,Yes,No
TE7682,2025-07-21,Won,No,No,No
TE7797,2024-07-13,Won,No,No,No
TE8744,2025-11-19,Won,No,Yes,No
TE8934,2025-02-24,Won,No,No,No
TE8934,2026-02-24,Won,No,No,No
TF1231,2025-06-10,Won,No,No,No
TF1661,2025-09-11,Won,No,Yes,No
TF1790,2025-03-15,Won,No,No,Yes
TF2036,2025-04-12,Won,No,No,No
TF2568,2025-09-26,Won,No,No,No
TF3981,2025-02-07,Won,No,Yes,No
TF4172,2025-03-07,Churned,No,No,No
TF4455,2025-11-06,Won,No,No,Yes
TF4459,2025-01-06,Won,No,No,No
TF4563,2025-03-19,Won,No,Yes,No
TF5271,2025-04-30,Churned,No,No,No
TF5445,2024-05-13,Won,No,No,No
TF5445,2025-05-13,Won,No,No,No
TF5823,2025-11-30,Won,No,No,No
TF6565,2025-04-05,Won,No,unknown,No
TF6662,2025-11-07,Won,No,No,No
TF7836,2024-11-09,Won,No,Yes,Yes
TF7836,2025-11-09,Won,No,Yes,No
TF8182,2025-02-21,Won,No,No,No
TF8347,2025-09-09,Won,No,No,No
TF8357,2025-03-16,Won,No,No,Yes
TF8380,2025-01-31,Won,No,No,No
TF9986,2024-12-15,Won,No,No,No
TF9986,2025-12-15,Churned,No,No,No
TF9991,2025-01-05,Won,No,No,No
TF9991,2026-01-05,Won,No,Yes,No
TG0335,2025-05-09,Won,No,No,No
TG0877,2025-09-21,Won,No,No,No
TG1411,2025-02-15,Won,No,Yes,No
TG1638,2025-10-29,Won,No,No,No
TG1787,2025-10-26,Won,Yes,No,No
TG2389,2026-01-03,Won,No,No,No
TG2851,2024-12-05,Won,No,No,No
TG2851,2025-12-05,Won,No,No,Yes
TG3369,2026-03-11,Won,No,No,No
TG4636,2025-06-28,Won,No,Yes,No
TG5492,2024-07-10,Won,No,No,No
TG5822,2026-03-06,Won,No,No,No
TG5828,2024-09-17,Won,No,Yes,No
TG5975,2024-06-21,Won,No,No,No
TG5975,2025-06-21,Won,No,No,No
TG6798,2026-03-03,Won,No,No,No
TG6804,2024-06-18,Won,No,No,No
TG6804,2025-06-18,Won,No,No,No
TG7404,2025-01-28,Won,No,No,No
TG8466,2024-07-28,Won,No,No,No
TG9380,2024-11-20,Won,No,Yes,No
TG9864,2025-12-02,Won,No,No,No
TH0491,2024-12-21,Won,No,No,No
TH0491,2025-12-21,Won,No,No,Yes
TH1128,2024-05-23,Won,No,No,No
TH1129,2025-07-21,Won,No,No,No
TH1163,2025-03-01,Won,No,No,No
TH1449,2024-08-16,Won,No,No,No
TH1489,2024-09-12,Churned,Yes,Yes,No
TH1606,2024-11-06,Churned,No,Yes,No
TH2091,2024-12-05,Won,No,Yes,Yes
TH2097,2025-01-26,Churned,No,No,No
TH2208,2026-01-15,Churned,No,No,No
TH2965,2025-11-27,Won,No,No,No
TH3525,2024-06-29,Won,No,No,No
TH6074,2025-06-09,Won,No,No,No
TH6277,2025-04-30,Won,No,No,No
TH7146,2024-06-18,Won,No,Yes,No
TH7723,2024-10-27,Won,No,No,No
TH7800,2024-05-21,Won,No,No,No
TH8021,2025-06-18,Won,No,No,No
TH8112,2024-09-24,Churned,No,No,No
TH8539,2024-05-13,Won,No,No,No
TH8539,2025-05-13,Won,No,No,No
TH9556,2026-01-07,Won,No,No,No
TH9892,2025-01-04,Won,No,No,No
TI0202,2024-06-29,Won,No,No,No
TI0531,2024-10-04,Won,No,Yes,No
TI0531,2025-10-04,Won,No,Yes,No
TI0825,2025-05-23,Won,No,No,No
TI1350,2024-07-10,Won,No,No,No
TI2228,2025-05-09,Won,No,No,No
TI2473,2024-08-23,Won,No,Yes,Yes
TI4124,2025-05-10,Won,No,No,No
TI4125,2025-06-18,Won,No,No,No
TI4272,2024-07-21,Won,No,No,No
TI4272,2025-07-21,Won,No,No,No
TI4842,2025-05-21,Won,No,No,No
TI5346,2024-11-29,Won,No,Yes,No
TI5346,2025-11-29,Won,No,No,No
TI6038,2024-07-31,Won,No,No,No
TI6038,2025-07-31,Won,No,No,No
TI6285,2026-02-15,Won,No,No,No
TI6648,2026-01-27,Won,No,No,No
TI6704,2025-07-10,Won,No,No,No
TI6846,2025-08-31,Won,No,No,No
TI8710,2024-10-20,Won,No,Yes,Yes
TI8710,2025-10-20,Won,No,No,No
TI9298,2024-09-13,Churned,No,No,No
TI9487,2025-01-23,Won,No,No,No
TI9573,2024-11-23,Won,No,No,No
TJ0017,2024-09-08,Won,No,No,No
TJ0017,2025-09-08,Won,No,No,No
TJ0155,2025-07-25,Churned,No,No,No
TJ0543,2024-07-19,Won,No,No,No
TJ0995,2024-05-03,Won,Yes,Yes,No
TJ1178,2024-11-14,Won,No,Yes,Yes
TJ1721,2025-03-11,Won,No,No,No
TJ1966,2025-05-04,Won,No,No,No
TJ2013,2025-03-10,Churned,No,No,No
TJ2080,2025-09-26,Won,No,No,No
TJ2501,2025-08-05,Won,No,No,No
TJ3207,2024-05-24,Won,No,No,No
TJ3260,2025-09-29,Won,No,No,No
TJ3311,2025-01-31,Won,Yes,Yes,No
TJ4033,2025-03-27,Churned,No,No,No
TJ4154,2026-02-28,Won,No,No,No
TJ4825,2024-04-29,Won,No,No,No
TJ4825,2025-04-29,Won,No,No,No
TJ5385,2024-06-03,Won,No,Yes,No
TJ5776,2025-12-15,Won,No,No,No
TJ6073,2024-12-21,Won,No,unknown,No
TJ6106,2024-08-21,Won,Yes,Yes,Yes
TJ8518,2025-03-10,Won,No,No,No
TK0479,2025-05-03,Won,No,No,No
TK0493,2024-05-24,Won,No,No,No
TK0661,2025-03-07,Won,No,No,No
TK1257,2024-11-23,Won,No,Yes,No
TK1970,2024-12-04,Won,No,No,No
TK2767,2025-07-15,Won,No,No,No
TK3714,2024-09-20,Won,No,No,No
TK3758,2025-03-26,Churned,Yes,unknown,No
TK4220,2025-08-17,Won,No,No,No
TK5067,2025-10-10,Won,No,No,No
TK5654,2025-11-16,Won,No,No,No
TK5670,2025-02-16,Won,No,No,No
TK5670,2026-02-16,Won,No,No,No
TK6875,2025-03-06,Churned,No,No,No
TK7100,2025-02-16,Won,No,No,No
TK9186,2025-12-17,Won,No,No,Yes
TL0182,2024-06-12,Won,No,Yes,Yes
TL0694,2025-10-03,Churned,No,No,No
TL1233,2025-09-01,Won,No,Yes,No
TL2681,2025-04-15,Won,No,No,No
TL2796,2024-09-26,Churned,No,No,No
TL3050,2025-11-07,Churned,No,Yes,No
TL3132,2024-06-30,Churned,Yes,Yes,No
TL3412,2024-07-29,Won,No,No,No
TL3761,2025-05-13,Won,No,No,No
TL3991,2025-09-25,Won,No,No,No
TL4826,2025-01-30,Churned,No,Yes,No
TL5649,2025-11-08,Won,No,Yes,No
TL6920,2025-03-17,Won,No,No,No
TL6955,2024-10-23,Won,No,No,No
TL7053,2024-07-18,Won,No,No,No
TL7053,2025-07-18,Won,No,No,No
TL7195,2025-03-11,Won,No,No,No
TL7470,2026-01-09,Won,No,No,No
TL7487,2024-11-24,Won,No,No,No
TL8726,2025-07-06,Won,No,No,No
TL9638,2024-06-09,Won,No,No,No
TL9638,2025-06-09,Won,No,No,No
TL9892,2024-07-07,Won,No,No,No
TL9892,2025-07-07,Won,No,No,No
TM0527,2026-02-22,Won,No,No,No
TM1256,2025-11-07,Won,No,No,No
TM1337,2024-06-12,Won,No,No,No
TM1366,2024-08-24,Won,No,Yes,No
TM1366,2025-08-24,Won,No,Yes,No
TM2978,2024-12-13,Won,No,No,Yes
TM3169,2025-11-19,Won,No,No,Yes
TM4392,2025-05-19,Won,No,Yes,No
TM4741,2025-03-05,Won,No,No,No
TM4899,2025-01-26,Won,No,No,Yes
TM4977,2024-09-06,Won,No,Yes,No
TM5510,2024-06-02,Won,No,Yes,No
TM5510,2025-06-02,Won,No,Yes,No
TM5739,2024-10-20,Won,No,No,No
TM5739,2025-10-20,Won,No,Yes,No
TM6015,2024-09-21,Won,No,No,No
TM6915,2024-05-09,Won,No,No,No
TM7372,2025-06-26,Won,No,No,No
TM7486,2025-05-22,Won,No,No,No
TM7499,2025-01-11,Won,No,No,No
TM7536,2025-03-04,Won,No,No,No
TM7672,2025-07-03,Won,No,No,No
TM7842,2024-08-18,Won,No,No,Yes
TM7842,2025-08-18,Won,No,No,No
TM9315,2025-03-17,Won,No,No,No
TN0669,2024-10-20,Won,No,No,No
TN0669,2025-10-20,Won,No,No,No
TN0817,2025-07-08,Won,No,No,No
TN1273,2025-06-18,Won,No,No,No
TN1328,2024-04-29,Won,No,No,No
TN1328,2025-04-29,Won,No,No,No
TN1371,2024-08-11,Won,No,Yes,No
TN1371,2025-08-11,Won,No,Yes,No
TN1428,2024-06-27,Won,No,No,No
TN1428,2025-06-27,Won,No,No,No
TN1590,2024-06-30,Won,No,No,No
TN2261,2024-11-11,Won,No,No,Yes
TN2261,2025-11-11,Won,No,No,No
TN2526,2024-11-28,Won,No,No,No
TN3713,2025-01-14,Won,No,No,No
TN3713,2026-01-14,Won,No,No,No
TN4406,2026-01-17,Won,No,No,Yes
TN4637,2025-12-15,Won,No,No,No
TN4909,2024-07-23,Won,No,No,No
TN4972,2024-11-25,Won,No,No,No
TN5123,2024-12-03,Won,No,No,No
TN5665,2024-07-28,Won,No,No,No
TN5864,2026-01-15,Won,No,Yes,Yes
TN6476,2024-11-27,Won,No,No,No
TN7227,2024-07-05,Won,No,No,No
TN7999,2025-02-25,Won,No,No,No
TN8720,2025-08-17,Won,No,No,No
TO1175,2026-01-26,Won,No,No,No
TO1664,2024-05-10,Won,No,No,No
TO1664,2025-05-10,Won,No,No,No
TO1768,2025-11-27,Won,No,No,No
TO2187,2025-11-08,Won,Yes,Yes,Yes
TO2527,2024-05-13,Won,No,No,No
TO2556,2024-08-11,Churned,No,No,Yes
TO3031,2025-12-21,Won,No,No,No
TO3159,2025-03-14,Won,No,No,No
TO3644,2025-07-11,Won,No,No,No
TO3751,2025-07-29,Won,No,Yes,No
TO4468,2025-01-17,Won,No,No,No
TO5001,2024-10-09,Won,No,No,No
TO5001,2025-10-09,Won,No,Yes,Yes
TO5852,2025-10-25,Won,No,No,No
TO6069,2025-10-12,Won,No,No,No
TO7554,2024-10-29,Won,No,Yes,No
TO7554,2025-10-29,Won,No,No,No
TO7814,2026-01-21,Won,No,unknown,unknown
TO8023,2025-11-26,Won,No,No,No
TO8562,2025-07-09,Won,No,No,No
TO8770,2024-11-01,Won,No,No,No
TO8776,2024-09-26,Won,No,No,No
TO8776,2025-09-26,Won,No,No,No
TO9039,2025-07-23,Won,No,No,No
TO9084,2025-02-05,Won,No,No,No
TO9084,2026-02-05,Won,No,No,No
TO9208,2025-11-07,Won,No,No,No
TP0011,2025-07-12,Won,No,No,No
TP1183,2024-06-25,Won,No,No,No
TP1183,2025-06-25,Churned,No,No,No
TP1459,2024-09-28,Churned,No,No,No
TP1762,2024-09-13,Won,No,Yes,No
TP1996,2026-02-13,Won,No,No,No
TP2355,2025-01-21,Won,No,Yes,No
TP3151,2024-06-07,Won,No,No,No
TP3151,2025-06-07,Churned,No,No,No
TP3400,2024-11-22,Churned,No,No,No
TP5358,2025-01-17,Won,No,No,No
TP6418,2025-01-24,Won,No,No,No
TP6422,2024-07-12,Won,No,No,No
TP6422,2025-07-12,Won,No,No,No
TP6446,2024-11-25,Won,No,No,No
TP6446,2025-11-25,Won,No,No,No
TP7374,2025-05-08,Won,No,No,No
TP7631,2024-09-06,Won,Yes,Yes,No
TP7631,2025-09-06,Churned,Yes,No,No
TP7930,2024-12-13,Won,No,No,No
TP7930,2025-12-13,Won,No,No,No
TP7977,2026-01-20,Won,No,No,No
TP8041,2025-03-10,Won,No,No,No
TP8738,2024-09-01,Won,No,No,No
TP9264,2025-09-29,Won,No,Yes,No
TP9353,2024-07-04,Won,No,No,No
TP9530,2025-02-26,Churned,No,No,No
TQ0242,2026-01-30,Won,No,No,No
TQ0572,2026-01-08,Won,No,No,No
TQ0959,2025-01-24,Won,unknown,No,No
TQ2016,2024-11-20,Churned,No,No,No
TQ2086,2025-05-07,Won,No,Yes,No
TQ2651,2024-06-08,Won,No,No,No
TQ2651,2025-06-08,Won,No,No,No
TQ2929,2025-01-09,Won,No,No,No
TQ3380,2025-11-19,Won,No,Yes,No
TQ4699,2026-02-15,Won,No,No,No
TQ5022,2025-01-24,Won,unknown,No,No
